name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auckland,New Zealand",2023-04-21,20.9,18.8,19.3,20.9,18.8,19.3,17.3,88.2,5.818,100,8.33,rain,0,0,30,20.8,48.3,1019.8,58.2,6,36.2,3.1,1,10,2023-04-21T06:51:01,2023-04-21T17:48:10,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-22,21.8,18.1,19.6,21.8,18.1,19.6,19,96.4,11.39,100,16.67,rain,0,0,31.1,21.9,1.2,1016.7,96.8,5.4,59.2,5.1,2,10,2023-04-22T06:51:53,2023-04-22T17:46:54,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-23,19,17.1,17.9,19,17.1,17.9,15.6,86.1,0.116,100,8.33,rain,0,0,19,17.2,216.4,1017.2,98.2,7.9,87.3,7.5,5,10,2023-04-23T06:52:45,2023-04-23T17:45:39,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-24,17.9,10.9,15.8,17.9,10.9,15.8,10.3,70.2,0.775,100,4.17,rain,0,0,38,28.9,211.3,1015.7,47,7.7,170.3,14.5,6,10,2023-04-24T06:53:37,2023-04-24T17:44:25,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-25,18.9,6,13.5,18.9,5.1,13.4,8.2,71.2,0,0,0,rain,0,0,23,21.9,229.1,1020.6,54.2,7.5,112,9.8,5,10,2023-04-25T06:54:30,2023-04-25T17:43:11,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-26,19,14.9,17,19,14.9,17,12.8,76.5,0.575,100,4.17,rain,0,0,25.1,24.2,239.7,1019.7,71.4,6.9,114.6,10.1,5,10,2023-04-26T06:55:22,2023-04-26T17:41:59,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-27,18.1,14,15.7,18.1,14,15.7,11.3,75.5,0.008,100,4.17,rain,0,0,14.1,8.1,193.1,1024.6,72.5,7.3,122.8,10.6,8,10,2023-04-27T06:56:14,2023-04-27T17:40:48,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-28,19.8,13.1,15.6,19.8,13.1,15.6,11.8,79.2,0.084,100,8.33,rain,0,0,17.4,13.9,91.8,1025.8,53.1,8.5,143.8,12.3,7,10,2023-04-28T06:57:06,2023-04-28T17:39:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-29,19.1,13,15.8,19.1,13,15.8,12.5,81.1,0.084,100,8.33,rain,0,0,31.8,19.7,102.6,1022.8,64.9,8.5,94.6,8.2,4,10,2023-04-29T06:57:58,2023-04-29T17:38:28,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-04-30,20,17.8,18.7,20,17.8,18.7,16,84.9,10.205,100,16.67,rain,0,0,43.2,25.3,81.8,1017.1,92.7,6.5,35.9,3.1,2,10,2023-04-30T06:58:50,2023-04-30T17:37:20,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-01,20.9,18.9,19.7,20.9,18.9,19.7,18.9,95.3,30.492,100,16.67,rain,0,0,37.6,19.7,56,1018.6,90.9,5.1,70.5,6.3,4,10,2023-05-01T06:59:42,2023-05-01T17:36:13,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-02,21.9,18.1,19.5,21.9,18.1,19.5,18.4,93.1,2.233,100,12.5,rain,0,0,19.7,13.9,34,1024.3,58.2,7.4,95.3,8.3,4,10,2023-05-02T07:00:34,2023-05-02T17:35:07,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-03,20.9,17.8,19.2,20.9,17.8,19.2,18.5,95.6,2.141,100,12.5,rain,0,0,31.1,23,32.7,1022.9,86.2,5.6,39,3.4,2,10,2023-05-03T07:01:26,2023-05-03T17:34:02,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-04,21,17.1,18.8,21,17.1,18.8,17.8,93.8,9.967,100,16.67,rain,0,0,33.3,27.7,34,1020.2,85.5,4.9,45.5,3.9,3,10,2023-05-04T07:02:18,2023-05-04T17:32:58,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-05,20,17.1,19.1,20,17.1,19.1,17.5,90.5,36.671,100,16.67,rain,0,0,31.5,20.8,46.9,1021.2,78.8,6.1,34.5,2.8,2,10,2023-05-05T07:03:09,2023-05-05T17:31:56,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-06,20,17.9,18.8,20,17.9,18.8,16.7,87.8,0.907,100,8.33,rain,0,0,28,19.7,53.7,1024.4,60.2,6.8,47.5,4.1,2,10,2023-05-06T07:04:01,2023-05-06T17:30:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-07,20.9,17.1,18.6,20.9,17.1,18.6,16.4,87.5,0.108,100,12.5,rain,0,0,25.5,17.2,57.8,1024.7,43.1,6.9,80.1,6.9,4,10,2023-05-07T07:04:52,2023-05-07T17:29:55,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-08,20.9,18,18.9,20.9,18,18.9,16.5,86.5,3.34,100,12.5,rain,0,0,28.4,19.7,55.7,1020.8,74.9,7.1,123.8,10.6,6,10,2023-05-08T07:05:44,2023-05-08T17:28:56,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-09,19.1,16,17.7,19.1,16,17.7,16.6,93.1,66.305,100,16.67,rain,0,0,36.7,21.9,43.5,1007.4,77.2,5.7,10.7,0.7,1,10,2023-05-09T07:06:35,2023-05-09T17:27:58,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-10,17.9,10.9,15.3,17.9,10.9,15.3,12.8,85.6,31.051,100,16.67,rain,0,0,40.3,27.7,296.7,997.1,66.5,7,89.8,7.9,4,10,2023-05-10T07:07:26,2023-05-10T17:27:02,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-11,13.9,9.1,11.3,13.9,4.2,10.6,7.9,80.4,15,100,16.67,rain,0,0,59.9,33.3,280.8,1005.4,59.1,6.6,99.9,8.8,5,10,2023-05-11T07:08:17,2023-05-11T17:26:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-12,15.1,7.1,11.1,15.1,6.2,10.6,7.7,80.3,6.725,100,12.5,rain,0,0,24.4,15,189.1,1022,12,8.2,159.9,13.7,6,10,2023-05-12T07:09:07,2023-05-12T17:25:14,0.72,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-13,17.1,6.9,11.9,17.1,6.9,11.9,10.1,89,0.192,100,4.17,rain,0,0,11.6,10.3,221.3,1027.2,22,7.4,130.3,11.4,5,10,2023-05-13T07:09:57,2023-05-13T17:24:23,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-14,17.9,11.1,13.7,17.9,11.1,13.7,11.9,90.1,4.233,100,12.5,rain,0,0,13.2,12.8,235,1026,55.2,7.6,118.3,10.1,6,10,2023-05-14T07:10:47,2023-05-14T17:23:32,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-15,17.1,10.1,13.4,17.1,10.1,13.4,11.5,88.8,0.933,100,12.5,rain,0,0,17.9,13.9,284.3,1022.5,44.9,8.1,94.1,8.1,5,10,2023-05-15T07:11:37,2023-05-15T17:22:43,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-16,17.1,8.9,12.8,17.1,8.4,12.7,10.6,87.8,0.792,100,16.67,rain,0,0,15.7,13.9,245,1020,53.3,7.2,109.1,9.4,6,10,2023-05-16T07:12:26,2023-05-16T17:21:56,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-17,18,9,12.9,18,8.5,12.9,11.2,90,1.158,100,12.5,rain,0,0,18.8,12.8,251.8,1018.8,47.7,7.6,131,11.2,5,10,2023-05-17T07:13:15,2023-05-17T17:21:10,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-18,16.9,7.8,13.3,16.9,7.8,13.2,10.7,85.7,0.2,100,8.33,rain,0,0,36.2,23,63.4,1014,16.9,6.7,69.4,6,3,10,2023-05-18T07:14:04,2023-05-18T17:20:25,0.94,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-19,20,14.2,17.5,20,14.2,17.5,15,85.9,25.876,100,12.5,rain,0,0,40.5,26.4,30.3,997.7,70.2,5.3,111.8,9.5,5,10,2023-05-19T07:14:52,2023-05-19T17:19:42,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-20,18.1,14,16.4,18.1,14,16.4,13.4,83.3,8.167,100,16.67,rain,0,0,53,40.3,304.8,990.2,85.1,5.5,68.5,5.9,5,10,2023-05-20T07:15:39,2023-05-20T17:19:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-21,16.9,11.9,14.9,16.9,11.9,14.9,10.9,77.7,6.883,100,16.67,rain,0,0,45,33.3,261.3,1004.1,70.7,6.5,85.6,7.3,4,10,2023-05-21T07:16:27,2023-05-21T17:18:21,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-22,17.5,11.8,14.5,17.5,11.8,14.5,12.9,90.2,22.278,100,16.67,rain,0,0,24.8,15.4,14.9,1004.4,51.1,7.3,44.7,4,2,10,2023-05-22T07:17:13,2023-05-22T17:17:43,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-23,17.5,13,15.1,17.5,13,15.1,13,87.9,1.03,100,16.67,rain,0,0,30.2,22.7,208.1,1002.2,58.3,7.4,120.3,10.4,6,10,2023-05-23T07:17:59,2023-05-23T17:17:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-24,17.2,12.1,15.2,17.2,12.1,15.2,11.8,80.6,0.192,100,4.17,rain,0,0,28.6,20.8,214.5,1011.3,53.5,6.9,107.6,9.3,6,10,2023-05-24T07:18:45,2023-05-24T17:16:31,0.14,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-25,16.9,8.7,12.5,16.9,8.7,12.5,9.6,83.2,0,0,0,,0,0,8.7,9.2,191.5,1020.4,5.2,8,137.3,11.7,6,10,2023-05-25T07:19:30,2023-05-25T17:15:58,0.17,Clear,Clear conditions throughout the day.,clear-day,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-26,18,6.4,11.3,18,6.4,11.3,9.3,88.5,0.208,100,8.33,rain,0,0,7.2,6.9,16.3,1021.7,15.7,6.7,140,12.2,6,10,2023-05-26T07:20:14,2023-05-26T17:15:26,0.2,Rain,Clear conditions throughout the day with rain.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-27,17,9.8,13.6,17,8.9,13.5,12.1,91,0.325,100,8.33,rain,0,0,23.5,13.8,60.1,1021.3,64.2,8,74,6.3,3,10,2023-05-27T07:20:58,2023-05-27T17:14:56,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-28,19,13,16.7,19,13,16.7,13.5,82,4.15,100,16.67,rain,0,0,38,25.3,60.5,1021.3,59.5,7.8,97.7,8.5,4,10,2023-05-28T07:21:41,2023-05-28T17:14:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-29,20.2,14.6,17.4,20.2,14.6,17.4,16.1,92.6,12.848,100,16.67,rain,0,0,40.5,24.5,42,1017.8,75.6,4.9,96.8,8.4,5,10,2023-05-29T07:22:23,2023-05-29T17:14:01,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-30,18.5,12.5,15.6,18.5,12.5,15.6,14.2,92,0.4,100,8.33,rain,0,0,14.3,9.5,347.3,1016.8,57.6,7.3,76.5,6.6,3,10,2023-05-30T07:23:04,2023-05-30T17:13:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-05-31,17.1,10.9,13.9,17.1,10.9,13.9,11.2,84.8,0.392,100,8.33,rain,0,0,19.2,15.4,247.6,1015.4,26.3,6.5,102.5,8.8,5,10,2023-05-31T07:23:45,2023-05-31T17:13:13,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-01,18.6,10.2,14.9,18.6,10.2,14.9,13.2,90,1,100,8.33,rain,0,0,22.6,16.9,282.3,1017,66.3,6.9,95.8,8.1,4,10,2023-06-01T07:24:24,2023-06-01T17:12:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-02,18.7,14.5,16,18.7,14.5,16,13.2,83.5,0.358,100,4.17,rain,0,0,27.7,21.4,261.4,1014.7,66.1,7.2,64.1,5.6,4,10,2023-06-02T07:25:03,2023-06-02T17:12:31,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-03,16.4,11.7,14.1,16.4,11.7,14.1,9.7,75.1,1.35,100,8.33,rain,0,0,24.8,19.2,223.7,1020.4,48.7,8,107.1,9.3,6,10,2023-06-03T07:25:41,2023-06-03T17:12:13,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-04,16.9,7.9,12.8,16.9,6.5,12.6,9.3,80.5,0.2,100,8.33,rain,0,0,27.5,16.6,358,1018.2,47.4,7.5,87.9,7.5,4,10,2023-06-04T07:26:18,2023-06-04T17:11:56,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-05,14,9.5,11.7,14,8.5,11.6,9.3,85.6,1.54,100,8.33,rain,0,0,28.2,13.9,114.7,1009.9,60.1,7.3,43.4,3.6,3,10,2023-06-05T07:26:54,2023-06-05T17:11:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-06,14.1,11.5,12.6,14.1,11.5,12.6,8.3,75.4,3.733,100,16.67,rain,0,0,40,18.9,153.9,1018.5,39.2,8.5,37.8,3.3,2,10,2023-06-06T07:27:28,2023-06-06T17:11:29,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-07,16,8.5,12.2,16,7.2,12,8,75.6,0,0,0,,0,0,28.2,16.1,162.8,1022.9,7.7,8.5,126.2,11,5,10,2023-06-07T07:28:02,2023-06-07T17:11:17,0.6,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-08,16.1,9,11.8,16.1,6.9,11.4,7.7,76.4,0,0,0,,0,0,24.8,13.9,153.4,1019.9,0.5,8.4,126.3,11,5,10,2023-06-08T07:28:35,2023-06-08T17:11:08,0.64,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-09,16,8.1,11.4,16,6.3,10.7,8.1,80.9,0,0,0,,0,0,20.6,14.6,145.3,1017.2,1,8.5,125.8,10.8,5,10,2023-06-09T07:29:06,2023-06-09T17:11:00,0.67,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-10,15.5,7.2,10.9,15.5,5.7,10.3,7.6,81.1,0.008,100,4.17,rain,0,0,14.5,9.2,160.9,1018.5,0,8.3,125.3,10.8,5,10,2023-06-10T07:29:36,2023-06-10T17:10:54,0.71,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-11,15.1,5.7,10,15.1,5.7,10,7.7,86.3,0.2,100,4.17,rain,0,0,18.6,15,210.4,1017.7,12.9,6.6,119.8,10.1,5,10,2023-06-11T07:30:05,2023-06-11T17:10:49,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-12,16.1,6.2,11.5,16.1,6.2,11.5,9.2,86.5,0,0,0,rain,0,0,25.7,18.5,221.3,1015.5,26.2,7.4,108,9.4,5,10,2023-06-12T07:30:33,2023-06-12T17:10:46,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-13,15.9,8.8,12.1,15.9,8.8,12.1,8.7,80.5,0,0,0,,0,0,27.3,16.5,195.2,1017.9,0,8.3,124.9,10.9,5,10,2023-06-13T07:31:00,2023-06-13T17:10:45,0.82,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2023-06-14,14.4,4,9.2,14.4,4,9.1,6.1,82.6,0.2,100,8.33,rain,0,0,15.7,13.5,192.2,1018.7,2.5,8.3,126.4,10.9,5,10,2023-06-14T07:31:25,2023-06-14T17:10:46,0.85,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
